Mod:Item:MetaData, Localized Name
minecraft:potion:8233, Зелье силы
minecraft:potion:8265, Зелье силы
minecraft:potion:16393, Взрывное Зелье силы
minecraft:potion:16425, Взрывное Зелье силы
minecraft:potion:16457, Взрывное Зелье силы
minecraft:potion:8234, Зелье замедления
minecraft:potion:8266, Зелье замедления
minecraft:potion:16426, Взрывное Зелье замедления
minecraft:potion:16458, Взрывное Зелье замедления
minecraft:potion:8235, Зелье иссушения
minecraft:potion:8267, Зелье иссушения
minecraft:potion:16427, Взрывное Зелье иссушения
minecraft:potion:16459, Взрывное Зелье иссушения
minecraft:potion:8268, Зелье вреда
minecraft:potion:8236, Зелье вреда
minecraft:potion:16460, Взрывное Зелье вреда
minecraft:potion:16428, Взрывное Зелье вреда
minecraft:potion:8237, Зелье подводного дыхания
minecraft:potion:8269, Зелье подводного дыхания
minecraft:potion:16429, Взрывное Зелье подводного дыхания
minecraft:potion:16461, Взрывное Зелье подводного дыхания
minecraft:potion:8238, Зелье невидимости
minecraft:potion:8270, Зелье невидимости
minecraft:potion:16430, Взрывное Зелье невидимости
minecraft:potion:16462, Взрывное Зелье невидимости
minecraft:glass_bottle, Пузырёк
minecraft:spider_eye, Паучий глаз
minecraft:fermented_spider_eye, Маринованный паучий глаз
minecraft:blaze_powder, Огненный порошок
minecraft:magma_cream, Сгусток магмы
minecraft:brewing_stand, Варочная стойка
minecraft:cauldron, Котёл
minecraft:ender_eye, Око Эндера
minecraft:speckled_melon, Сверкающий арбуз
minecraft:spawn_egg:50, Призвать существо - Крипер
minecraft:spawn_egg:51, Призвать существо - Скелет
minecraft:spawn_egg:52, Призвать существо - Паук
minecraft:spawn_egg:54, Призвать существо - Зомби
minecraft:spawn_egg:55, Призвать существо - Слизень
minecraft:spawn_egg:56, Призвать существо - Гаст
minecraft:spawn_egg:57, Призвать существо - Свинозомби
minecraft:spawn_egg:58, Призвать существо - Эндермен
minecraft:spawn_egg:59, Призвать существо - Пещерный паук
minecraft:spawn_egg:60, Призвать существо - Чешуйница
minecraft:spawn_egg:61, Призвать существо - Ифрит
minecraft:spawn_egg:62, Призвать существо - Адский слизень
minecraft:spawn_egg:65, Призвать существо - Летучая мышь
minecraft:spawn_egg:66, Призвать существо - Ведьма
minecraft:spawn_egg:90, Призвать существо - Свинья
minecraft:spawn_egg:91, Призвать существо - Овца
minecraft:spawn_egg:92, Призвать существо - Корова
minecraft:spawn_egg:93, Призвать существо - Курица
minecraft:spawn_egg:94, Призвать существо - Спрут
minecraft:spawn_egg:95, Призвать существо - Волк
minecraft:spawn_egg:96, Призвать существо - Мууухомор
minecraft:spawn_egg:98, Призвать существо - Оцелот
minecraft:spawn_egg:100, Призвать существо - Лошадь
minecraft:spawn_egg:120, Призвать существо - Житель
minecraft:spawn_egg:301, Призвать существо - Паук джунглей
minecraft:spawn_egg:302, Призвать существо - Розастер
minecraft:spawn_egg:303, Призвать существо - Капля
minecraft:spawn_egg:304, Призвать существо - Фантом
minecraft:spawn_egg:305, Призвать существо - Оса
minecraft:spawn_egg:306, Призвать существо - Птица
minecraft:spawn_egg:307, Призвать существо - Фея
minecraft:spawn_egg:6396, Призвать существо - Демон
minecraft:spawn_egg:6397, Призвать существо - Мандрагора
minecraft:spawn_egg:6398, Призвать существо - Триффид
minecraft:spawn_egg:6399, Призвать существо - Рогатый охотник
minecraft:spawn_egg:6400, Призвать существо - Энт
minecraft:spawn_egg:6401, Призвать существо - Сова
minecraft:spawn_egg:6402, Призвать существо - Жаба
minecraft:spawn_egg:6403, Призвать существо - Баба Яга
minecraft:spawn_egg:6404, Призвать существо - Шабашная ведьма
minecraft:spawn_egg:6405, Призвать существо - Кошмар
minecraft:spawn_egg:6406, Призвать существо - Призрак
minecraft:spawn_egg:6407, Призвать существо - Полтергейст
minecraft:spawn_egg:6408, Призвать существо - Баньши
minecraft:spawn_egg:6409, Призвать существо - Дух
minecraft:spawn_egg:6410, Призвать существо - Смерть
minecraft:spawn_egg:6411, Призвать существо - Охотник на ведьм
minecraft:spawn_egg:6412, Призвать существо - Лорд Мучений
minecraft:spawn_egg:6413, Призвать существо - Огненный Имп
minecraft:spawn_egg:6414, Призвать существо - Майндрейк
minecraft:spawn_egg:6415, Призвать существо - Хобгоблин
minecraft:spawn_egg:6416, Призвать существо - Мог
minecraft:spawn_egg:6417, Призвать существо - Гулг
minecraft:spawn_egg:6418, Призвать существо - Shade of Leonard
minecraft:spawn_egg:6419, Призвать существо - Lost Soul
minecraft:spawn_egg:6420, Призвать существо - Werewolf
minecraft:spawn_egg:6421, Призвать существо - Hellhound
minecraft:spawn_egg:6422, Призвать существо - Villager
minecraft:spawn_egg:6423, Призвать существо - Guard
minecraft:spawn_egg:6424, Призвать существо - Vampire
minecraft:spawn_egg:6425, Призвать существо - Lilith
minecraft:spawn_egg:6426, Призвать существо - Winged Monkey
minecraft:spawn_egg:6427, Призвать существо - Reflection
minecraft:spawn_egg:5, Призвать существо - Карлик Края
minecraft:spawn_egg:6, Призвать существо - Оглушающий крипер
minecraft:spawn_egg:7, Призвать существо - Падший рыцарь
minecraft:spawn_egg:23, Призвать существо - Падший конь
minecraft:spawn_egg:24, Призвать существо - Ведьма-иссушитель
minecraft:spawn_egg:25, Призвать существо - Кот-иссушитель
minecraft:spawn_egg:26, Призвать существо - Ужасный волк
minecraft:spawn_egg:27, Призвать существо - Khndrel Keght
minecraft:experience_bottle, Пузырёк опыта
minecraft:fire_charge, Огненный шар
minecraft:writable_book, Книга и перо
minecraft:written_book, Завершенная книга
minecraft:emerald, Изумруд
minecraft:item_frame, Рамка
minecraft:flower_pot, Цветочный горшок
minecraft:carrot, Морковь
minecraft:potato, Картофель
minecraft:baked_potato, Печёный картофель
minecraft:poisonous_potato, Ядовитый картофель
minecraft:map, Чистая карта
minecraft:golden_carrot, Золотая морковь
minecraft:skull:0, Череп
minecraft:skull:1, Череп Скелета-Иссушителя
minecraft:skull:2, Голова зомби
minecraft:skull:3, Голова
minecraft:skull:4, Голова крипера
minecraft:carrot_on_a_stick, Удочка с морковью
minecraft:nether_star, Адская звезда
minecraft:pumpkin_pie, Тыквенный пирог
minecraft:fireworks, Фейерверк
minecraft:firework_charge, Звёздочка
minecraft:enchanted_book, Зачарованная книга
minecraft:comparator, Компаратор
minecraft:netherbrick, Адский кирпич
minecraft:quartz, Кварц
minecraft:tnt_minecart, Вагонетка с динамитом
minecraft:hopper_minecart, Вагонетка с воронкой
appliedenergistics2:tile.BlockDrive, МЭ накопитель
appliedenergistics2:tile.BlockChest, МЭ сундук
appliedenergistics2:tile.BlockInterface, МЭ интерфейс
appliedenergistics2:tile.BlockCellWorkbench, Верстак для ячеек
appliedenergistics2:tile.BlockIOPort, МЭ порт ввода\вывода
appliedenergistics2:tile.BlockCondenser, Конденсатор материи
appliedenergistics2:tile.BlockEnergyAcceptor, Приёмщик энергии
appliedenergistics2:tile.BlockVibrationChamber, Вибрационная камера
minecraft:iron_horse_armor, Железная конская броня
minecraft:golden_horse_armor, Золотая конская броня
minecraft:diamond_horse_armor, Алмазная конская броня
minecraft:lead, Поводок
minecraft:name_tag, Бирка
minecraft:command_block_minecart, Вагонетка с командным блоком
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Ускоритель роста кристаллов
appliedenergistics2:tile.BlockEnergyCell, Энергетическая ячейка
appliedenergistics2:tile.BlockDenseEnergyCell, Плотная энергетическая ячейка
appliedenergistics2:tile.BlockCreativeEnergyCell, Творческая энергетическая ячейка
appliedenergistics2:tile.BlockCraftingUnit:0, Блок создания
appliedenergistics2:tile.BlockCraftingUnit:1, Блок обработки создания
appliedenergistics2:tile.BlockCraftingStorage:0, 1К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:1, 4К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:2, 16К хранилище создания
appliedenergistics2:tile.BlockCraftingStorage:3, 64К хранилище создания
appliedenergistics2:tile.BlockCraftingMonitor:0, Монитор создания
appliedenergistics2:tile.BlockMolecularAssembler, Молекулярный сборщик
appliedenergistics2:tile.BlockLightDetector, Светильник обнаружения света
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Ступеньки из небесного камня
appliedenergistics2:tile.SkyStoneBlockStairBlock, Ступеньки из блока небесного камня
appliedenergistics2:tile.SkyStoneBrickStairBlock, Ступеньки из кирпича небесного камня
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Ступеньки из малого кирпича небесного камня
appliedenergistics2:tile.FluixStairBlock, Изменчивые ступеньки
appliedenergistics2:tile.QuartzStairBlock, Ступеньки из истинного кварца
appliedenergistics2:tile.ChiseledQuartzStairBlock, Ступеньки из резного истинного кварца
appliedenergistics2:tile.QuartzPillarStairBlock, Ступеньки из колонны истинного кварца
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
